student_id,assessment_id,score
IND01386,102,70.8
IND01386,103,69.8
IND01387,101,79.7
IND01387,102,61.1
IND01387,103,77.9
IND01388,101,65.3
IND01388,102,70.2
IND01388,103,71.4
IND01389,101,45.0
IND01389,102,70.7
IND01389,103,66.6
IND01390,101,60.9
IND01390,102,66.7
IND01390,103,100.0
IND01391,101,36.2
IND01391,102,63.0
IND01391,103,77.2
IND01392,101,46.3
IND01392,102,70.6
IND01392,103,69.5
IND01393,101,41.2
IND01393,102,56.2
IND01393,103,91.8
IND01394,101,41.1
IND01394,102,58.4
IND01394,103,62.5
IND01395,101,65.1
IND01395,102,58.8
IND01395,103,66.2
IND01396,101,64.5
IND01396,102,75.7
IND01396,103,77.7
IND01397,101,71.6
IND01397,102,68.6
IND01397,103,41.5
IND01398,101,66.7
IND01398,102,81.7
IND01398,103,40.8
IND01399,101,45.2
IND01399,102,87.4
IND01399,103,42.5
IND01400,101,63.5
IND01400,102,56.7
IND01400,103,86.5
IND01401,101,69.5
IND01401,102,76.9
IND01401,103,65.8
IND01402,101,94.9
IND01402,102,53.8
IND01402,103,70.2
IND01403,101,83.9
IND01403,102,87.3
IND01403,103,61.0
IND01404,101,34.6
IND01404,102,59.2
IND01404,103,91.2
IND01405,101,53.6
IND01405,102,69.4
IND01405,103,60.4
IND01406,101,63.9
IND01406,102,84.7
IND01406,103,68.8
IND01407,101,95.6
IND01407,102,79.6
IND01407,103,67.0
IND01408,101,63.6
IND01408,102,70.0
IND01408,103,46.5
IND01409,101,49.1
IND01409,102,76.4
IND01409,103,78.8
IND01410,101,45.2
IND01410,102,77.9
IND01410,103,62.4
IND01411,101,52.5
IND01411,102,60.3
IND01411,103,78.3
IND01412,101,74.1
IND01412,102,69.5
IND01412,103,70.7
IND01413,101,47.9
IND01413,102,73.2
IND01413,103,58.1
IND01414,101,95.3
IND01414,102,59.3
IND01414,103,98.4
IND01415,101,62.6
IND01415,102,63.6
IND01415,103,60.6
IND01416,101,46.1
IND01416,102,84.9
IND01416,103,66.5
IND01417,101,74.4
IND01417,102,89.2
IND01417,103,63.0
IND01418,101,63.6
IND01418,102,67.2
IND01418,103,45.8
IND01419,101,37.6
IND01419,102,42.4
IND01419,103,83.6
IND01420,101,60.1
IND01420,102,76.8
IND01420,103,61.1
IND01421,101,41.3
IND01421,102,78.0
IND01421,103,51.7
IND01422,101,73.7
IND01422,102,78.9
IND01422,103,64.3
IND01423,101,72.1
IND01423,102,43.7
IND01423,103,100.0
IND01424,101,71.6
IND01424,102,76.7
IND01424,103,79.0
IND01425,101,62.9
IND01425,102,66.2
IND01425,103,81.3
IND01426,101,59.5
IND01426,102,70.9
IND01426,103,72.0
IND01427,101,54.0
IND01427,102,71.7
IND01427,103,39.6
IND01428,101,78.8
IND01428,102,88.5
IND01428,103,78.6
IND01429,101,87.5
IND01429,102,53.6
IND01429,103,61.6
IND01430,101,66.9
IND01430,102,66.9
IND01430,103,58.4
IND01431,101,51.3
IND01431,102,90.9
IND01431,103,52.5
IND01432,101,89.8
IND01432,102,72.4
IND01432,103,68.0
IND01433,101,73.1
IND01433,102,87.9
IND01433,103,25.6
IND01434,101,70.4
IND01434,102,67.2
IND01434,103,67.8
IND01435,101,79.1
IND01435,102,55.8
IND01435,103,47.7
IND01436,101,44.2
IND01436,102,51.4
IND01436,103,75.3
IND01437,101,72.6
IND01437,102,78.2
IND01437,103,58.1
IND01438,101,58.8
IND01438,102,89.8
IND01438,103,80.3
IND01439,101,76.3
IND01439,102,37.6
IND01439,103,94.4
IND01440,101,63.6
IND01440,102,67.6
IND01440,103,71.7
IND01441,101,67.5
IND01441,102,62.4
IND01441,103,67.2
IND01442,101,74.5
IND01442,102,77.7
IND01442,103,83.3
IND01443,101,48.5
IND01443,102,56.8
IND01443,103,77.8
IND01444,101,41.4
IND01444,102,67.4
IND01444,103,53.2
IND01445,101,73.3
IND01445,102,52.3
IND01445,103,59.6
IND01446,101,60.6
IND01446,102,68.7
IND01446,103,79.4
IND01447,101,80.5
IND01447,102,68.1
IND01447,103,48.4
IND01448,101,100.0
IND01448,102,63.7
IND01448,103,69.1
IND01449,101,68.6
IND01449,102,70.3
IND01449,103,52.3
IND01450,101,71.6
IND01450,102,92.3
IND01450,103,34.9
IND01451,101,65.5
IND01451,102,48.2
IND01451,103,79.8
IND01452,101,82.1
IND01452,102,63.1
IND01452,103,65.9
IND01453,101,51.8
IND01453,102,29.6
IND01453,103,60.9
IND01454,101,61.8
IND01454,102,65.6
IND01454,103,15.8
IND01455,101,39.1
IND01455,102,42.8
IND01455,103,66.2
IND01456,101,73.8
IND01456,102,47.6
IND01456,103,60.9
IND01457,101,56.3
IND01457,102,95.5
IND01457,103,59.2
IND01458,101,58.6
IND01458,102,52.8
IND01458,103,36.5
IND01459,101,74.7
IND01459,102,61.0
IND01459,103,59.2
IND01460,101,67.7
IND01460,102,41.3
IND01460,103,91.6
IND01461,101,37.7
IND01461,102,91.6
IND01461,103,64.8
IND01462,101,59.2
IND01462,102,75.1
IND01462,103,59.8
IND01463,101,79.0
IND01463,102,69.6
IND01463,103,75.7
IND01464,101,80.6
IND01464,102,62.4
IND01464,103,79.5
IND01465,101,72.8
IND01465,102,85.0
IND01465,103,59.5
IND01466,101,85.5
IND01466,102,53.4
IND01466,103,34.9
IND01467,101,44.5
IND01467,102,60.0
IND01467,103,68.9
IND01468,101,65.2
IND01468,102,76.8
IND01468,103,47.0
IND01469,101,90.9
IND01469,102,85.2
IND01469,103,79.0
IND01470,101,84.0
IND01470,102,41.7
IND01470,103,75.5
IND01471,101,76.1
IND01471,102,79.5
IND01471,103,77.7
IND01472,101,71.7
IND01472,102,71.1
IND01472,103,82.9
IND01473,101,55.6
IND01473,102,70.5
IND01473,103,56.7
IND01474,101,62.7
IND01474,102,24.9
IND01474,103,51.9
IND01475,101,58.5
IND01475,102,58.7
IND01475,103,60.0
IND01476,101,47.2
IND01476,102,60.0
IND01476,103,81.3
IND01477,101,60.5
IND01477,102,84.5
IND01477,103,83.5
IND01478,101,56.2
IND01478,102,73.5
IND01478,103,45.3
IND01479,101,49.2
IND01479,102,66.7
IND01479,103,72.6
IND01480,101,89.2
IND01480,102,62.6
IND01480,103,67.6
IND01481,101,66.5
IND01481,102,91.9
IND01481,103,85.1
IND01482,101,70.8
IND01482,102,76.9
IND01482,103,70.2
IND01483,101,81.1
IND01483,102,77.9
IND01483,103,60.5
IND01484,101,66.5
IND01484,102,67.4
IND01484,103,67.3
IND01485,101,57.4
IND01485,102,70.1
IND01485,103,57.4
IND01486,101,56.2
IND01486,102,63.2
IND01486,103,69.0
IND01487,101,83.4
IND01487,102,75.7
IND01487,103,81.7
IND01488,101,91.6
IND01488,102,56.2
IND01488,103,75.7
IND01489,101,76.3
IND01489,102,68.8
IND01489,103,78.4
IND01490,101,66.3
IND01490,102,75.1
IND01490,103,43.8
IND01491,101,65.0
IND01491,102,75.6
IND01491,103,80.4
IND01492,101,52.1
IND01492,102,63.8
IND01492,103,49.1
IND01493,101,59.2
IND01493,102,69.7
IND01493,103,80.5
IND01494,101,78.6
IND01494,102,68.3
IND01494,103,55.2
IND01495,101,62.9
IND01495,102,100.0
IND01495,103,44.0
IND01496,101,46.9
IND01496,102,67.6
IND01496,103,75.6
IND01497,101,78.0
IND01497,102,69.3
IND01497,103,42.2
IND01498,101,61.7
IND01498,102,38.5
IND01498,103,70.9
IND01499,101,71.8
IND01499,102,63.1
IND01499,103,47.3
IND01500,101,52.7
IND01500,102,40.7
IND01500,103,64.2
IND01501,101,100.0
IND01501,102,63.5
IND01501,103,58.7
IND01502,101,68.3
IND01502,102,47.7
IND01502,103,48.3
IND01503,101,55.7
IND01503,102,78.3
IND01503,103,70.0
IND01504,101,62.6
IND01504,102,76.2
IND01504,103,90.6
IND01505,101,76.0
IND01505,102,49.7
IND01505,103,36.7
IND01506,101,38.8
IND01506,102,78.0
IND01506,103,53.6
IND01507,101,77.3
IND01507,102,58.2
IND01507,103,70.8
IND01508,101,75.5
IND01508,102,53.3
IND01508,103,77.3
IND01509,101,55.1
IND01509,102,54.5
IND01509,103,77.3
IND01510,101,74.5
IND01510,102,71.9
IND01510,103,48.5
IND01511,101,59.2
IND01511,102,75.3
IND01511,103,99.3
IND01512,101,92.2
IND01512,102,58.0
IND01512,103,55.1
IND01513,101,90.9
IND01513,102,74.0
IND01513,103,58.0
IND01514,101,66.9
IND01514,102,46.3
IND01514,103,80.1
IND01515,101,86.0
IND01515,102,88.1
IND01515,103,81.9
IND01516,101,60.2
IND01516,102,78.4
IND01516,103,86.9
IND01517,101,79.2
IND01517,102,77.8
IND01517,103,67.9
IND01518,101,51.4
IND01518,102,92.8
IND01518,103,64.5
IND01519,101,83.2
IND01519,102,100.0
IND01519,103,78.6
IND01520,101,82.6
IND01520,102,51.0
IND01520,103,54.1
IND01521,101,84.0
IND01521,102,56.8
IND01521,103,44.9
IND01522,101,40.1
IND01522,102,61.8
IND01522,103,61.6
IND01523,101,80.0
IND01523,102,50.2
IND01523,103,85.7
IND01524,101,46.8
IND01524,102,47.2
IND01524,103,67.1
IND01525,101,65.8
IND01525,102,73.7
IND01525,103,47.4
IND01526,101,70.3
IND01526,102,39.8
IND01526,103,32.1
IND01527,101,92.4
IND01527,102,80.7
IND01527,103,64.9
IND01528,101,34.7
IND01528,102,58.1
IND01528,103,71.7
IND01529,101,58.1
IND01529,102,88.4
IND01529,103,74.4
IND01530,101,51.2
IND01530,102,41.1
IND01530,103,78.1
IND01531,101,77.6
IND01531,102,76.3
IND01531,103,90.3
IND01532,101,71.9
IND01532,102,66.4
IND01532,103,76.5
IND01533,101,83.5
IND01533,102,75.3
IND01533,103,65.5
IND01534,101,79.5
IND01534,102,66.4
IND01534,103,57.7
IND01535,101,66.8
IND01535,102,60.2
IND01535,103,63.7
IND01536,101,52.3
IND01536,102,80.0
IND01536,103,68.2
IND01537,101,75.7
IND01537,102,72.2
IND01537,103,51.5
IND01538,101,84.8
IND01538,102,61.6
IND01538,103,59.6
IND01539,101,68.2
IND01539,102,68.5
IND01539,103,100.0
IND01540,101,73.9
IND01540,102,57.7
IND01540,103,93.5
IND01541,101,40.5
IND01541,102,57.8
IND01541,103,56.7
IND01542,101,64.9
IND01542,102,70.2
IND01542,103,71.5
IND01543,101,71.3
IND01543,102,74.4
IND01543,103,64.1
IND01544,101,84.3
IND01544,102,40.8
IND01544,103,26.7
IND01545,101,76.1
IND01545,102,60.0
IND01545,103,90.8
IND01546,101,80.6
IND01546,102,73.8
IND01546,103,57.7
IND01547,101,75.1
IND01547,102,59.1
IND01547,103,65.9
IND01548,101,60.1
IND01548,102,68.9
IND01548,103,61.2
IND01549,101,80.0
IND01549,102,71.8
IND01549,103,57.4
IND01550,101,58.3
IND01550,102,45.9
IND01550,103,35.7
IND01551,101,79.0
IND01551,102,59.7
IND01551,103,46.7
IND01552,101,71.7
IND01552,102,54.2
IND01552,103,64.0
IND01553,101,45.6
IND01553,102,74.7
IND01553,103,66.3
IND01554,101,72.5
IND01554,102,58.6
IND01554,103,68.7
IND01555,101,43.2
IND01555,102,99.1
IND01555,103,71.2
IND01556,101,90.6
IND01556,102,61.0
IND01556,103,49.3
IND01557,101,57.6
IND01557,102,64.3
IND01557,103,63.3
IND01558,101,92.9
IND01558,102,52.2
IND01558,103,55.9
IND01559,101,75.7
IND01559,102,41.2
IND01559,103,64.4
IND01560,101,67.1
IND01560,102,71.5
IND01560,103,70.2
IND01561,101,94.8
IND01561,102,51.7
IND01561,103,55.3
IND01562,101,74.1
IND01562,102,68.4
IND01562,103,70.3
IND01563,101,43.9
IND01563,102,97.7
IND01563,103,71.8
IND01564,101,41.3
IND01564,102,74.2
IND01564,103,48.4
IND01565,101,78.9
IND01565,102,45.3
IND01565,103,80.1
IND01566,101,46.7
IND01566,102,50.4
IND01566,103,67.1
IND01567,101,55.8
IND01567,102,56.7
IND01567,103,42.1
IND01568,101,60.1
IND01568,102,78.3
IND01568,103,93.2
IND01569,101,77.4
IND01569,102,75.3
IND01569,103,39.7
IND01570,101,64.6
IND01570,102,55.2
IND01570,103,42.3
IND01571,101,45.9
IND01571,102,75.0
IND01571,103,56.6
IND01572,101,42.9
IND01572,102,55.5
IND01572,103,69.3
IND01573,101,54.9
IND01573,102,46.8
IND01573,103,51.2
IND01574,101,78.3
IND01574,102,33.8
IND01574,103,61.0
IND01575,101,63.3
IND01575,102,53.7
IND01575,103,50.6
IND01576,101,79.8
IND01576,102,79.7
IND01576,103,66.6
IND01577,101,56.8
IND01577,102,66.7
IND01577,103,71.1
IND01578,101,63.3
IND01578,102,71.5
IND01578,103,59.7
IND01579,101,17.7
IND01579,102,62.1
IND01579,103,75.3
IND01580,101,65.5
IND01580,102,70.2
IND01580,103,60.9
IND01581,101,62.1
IND01581,102,67.6
IND01581,103,94.2
IND01582,101,77.6
IND01582,102,75.6
IND01582,103,68.1
IND01583,101,45.0
IND01583,102,83.4
IND01583,103,78.6
IND01584,101,70.5
IND01584,102,64.3
IND01584,103,73.2
IND01585,101,61.5
IND01585,102,75.9
IND01585,103,52.4
IND01586,101,36.3
IND01586,102,47.0
IND01586,103,67.1
IND01587,101,60.5
IND01587,102,62.8
IND01587,103,45.6
IND01588,101,69.5
IND01588,102,49.5
IND01588,103,72.4
IND01589,101,43.8
IND01589,102,52.4
IND01589,103,50.4
IND01590,101,73.6
IND01590,102,58.1
IND01590,103,71.4
IND01591,101,82.1
IND01591,102,91.7
IND01591,103,68.5
IND01592,101,48.5
IND01592,102,83.8
IND01592,103,87.7
IND01593,101,64.1
IND01593,102,84.8
IND01593,103,70.0
IND01594,101,40.1
IND01594,102,55.5
IND01594,103,57.4
IND01595,101,59.5
IND01595,102,51.0
IND01595,103,50.5
IND01596,101,85.2
IND01596,102,38.9
IND01596,103,54.1
IND01597,101,74.3
IND01597,102,56.6
IND01597,103,71.0
IND01598,101,59.0
IND01598,102,71.6
IND01598,103,49.4
IND01599,101,37.1
IND01599,102,59.0
IND01599,103,38.2
IND01600,101,64.0
IND01600,102,47.9
IND01600,103,48.1
IND01601,101,87.1
IND01601,102,69.1
IND01601,103,42.0
IND01602,101,64.3
IND01602,102,62.9
IND01602,103,34.0
IND01603,101,70.2
IND01603,102,79.3
IND01603,103,58.7
IND01604,101,60.6
IND01604,102,56.6
IND01604,103,70.8
IND01605,101,61.3
IND01605,102,61.9
IND01605,103,52.9
IND01606,101,95.6
IND01606,102,61.1
IND01606,103,75.5
IND01607,101,69.0
IND01607,102,26.6
IND01607,103,59.4
IND01608,101,47.7
IND01608,102,79.7
IND01608,103,46.0
IND01609,101,72.4
IND01609,102,79.9
IND01609,103,69.2
IND01610,101,65.1
IND01610,102,59.1
IND01610,103,63.1
IND01611,101,44.9
IND01611,102,67.7
IND01611,103,80.8
IND01612,101,51.9
IND01612,102,65.3
IND01612,103,63.4
IND01613,101,69.7
IND01613,102,57.0
IND01613,103,42.4
IND01614,101,48.2
IND01614,102,30.2
IND01614,103,76.6
IND01615,101,71.0
IND01615,102,64.8
IND01615,103,54.5
IND01616,101,62.6
IND01616,102,64.6
IND01616,103,57.2
IND01617,101,57.8
IND01617,102,84.6
IND01617,103,46.2
IND01618,101,79.9
IND01618,102,40.8
IND01618,103,89.1
IND01619,101,29.2
IND01619,102,72.0
IND01619,103,55.1
IND01620,101,62.5
IND01620,102,63.0
IND01620,103,74.1
IND01621,101,35.6
IND01621,102,64.5
IND01621,103,67.8
IND01622,101,55.1
IND01622,102,63.3
IND01622,103,55.0
IND01623,101,73.3
IND01623,102,70.5
IND01623,103,68.3
IND01624,101,74.9
IND01624,102,83.7
IND01624,103,50.1
IND01625,101,98.3
IND01625,102,70.9
IND01625,103,57.5
IND01626,101,99.5
IND01626,102,58.8
IND01626,103,46.8
IND01627,101,57.4
IND01627,102,56.6
IND01627,103,81.3
IND01628,101,63.3
IND01628,102,66.5
IND01628,103,66.0
IND01629,101,82.5
IND01629,102,60.2
IND01629,103,61.9
IND01630,101,54.7
IND01630,102,58.7
IND01630,103,72.9
IND01631,101,75.9
IND01631,102,90.5
IND01631,103,63.4
IND01632,101,61.0
IND01632,102,71.0
IND01632,103,58.0
IND01633,101,55.4
IND01633,102,69.9
IND01633,103,59.1
IND01634,101,60.7
IND01634,102,74.1
IND01634,103,69.7
IND01635,101,95.0
IND01635,102,78.8
IND01635,103,53.5
IND01636,101,59.0
IND01636,102,44.4
IND01636,103,50.4
IND01637,101,83.9
IND01637,102,60.8
IND01637,103,44.2
IND01638,101,35.8
IND01638,102,42.9
IND01638,103,53.0
IND01639,101,65.1
IND01639,102,59.1
IND01639,103,75.5
IND01640,101,51.0
IND01640,102,83.4
IND01640,103,63.0
IND01641,101,71.9
IND01641,102,57.2
IND01641,103,80.3
IND01642,101,45.1
IND01642,102,46.5
IND01642,103,50.5
IND01643,101,82.6
IND01643,102,61.4
IND01643,103,50.8
IND01644,101,62.1
IND01644,102,67.6
IND01644,103,48.8
IND01645,101,67.4
IND01645,102,63.0
IND01645,103,57.4
IND01646,101,46.0
IND01646,102,78.3
IND01646,103,58.0
IND01647,101,21.0
IND01647,102,70.3
IND01647,103,70.7
IND01648,101,79.0
IND01648,102,71.2
IND01648,103,67.1
IND01649,101,57.7
IND01649,102,57.7
IND01649,103,75.1
IND01650,101,62.6
IND01650,102,43.4
IND01650,103,59.8
IND01651,101,64.2
IND01651,102,35.1
IND01651,103,76.2
IND01652,101,65.0
IND01652,102,44.6
IND01652,103,60.5
IND01653,101,63.5
IND01653,102,79.2
IND01653,103,78.8
IND01654,101,81.2
IND01654,102,70.6
IND01654,103,55.2
IND01655,101,51.4
IND01655,102,54.5
IND01655,103,64.0
IND01656,101,64.6
IND01656,102,80.4
IND01656,103,61.2
IND01657,101,34.6
IND01657,102,47.1
IND01657,103,50.4
IND01658,101,50.3
IND01658,102,22.9
IND01658,103,88.5
IND01659,101,32.3
IND01659,102,56.4
IND01659,103,74.9
IND01660,101,73.8
IND01660,102,43.0
IND01660,103,83.1
IND01661,101,80.9
IND01661,102,62.3
IND01661,103,65.4
IND01662,101,51.3
IND01662,102,68.8
IND01662,103,68.4
IND01663,101,57.7
IND01663,102,74.7
IND01663,103,70.0
IND01664,101,100.0
IND01664,102,51.5
IND01664,103,85.0
IND01665,101,52.2
IND01665,102,72.9
IND01665,103,26.0
IND01666,101,57.3
IND01666,102,72.1
IND01666,103,68.6
IND01667,101,34.9
IND01667,102,58.8
IND01667,103,87.2
IND01668,101,80.4
IND01668,102,79.4
IND01668,103,100.0
IND01669,101,38.8
IND01669,102,59.1
IND01669,103,65.5
IND01670,101,54.0
IND01670,102,66.9
IND01670,103,84.5
IND01671,101,66.7
IND01671,102,31.9
IND01671,103,75.2
IND01672,101,64.8
IND01672,102,32.3
IND01672,103,55.8
IND01673,101,39.0
IND01673,102,60.7
IND01673,103,57.4
IND01674,101,42.1
IND01674,102,68.8
IND01674,103,48.8
IND01675,101,84.9
IND01675,102,67.5
IND01675,103,61.1
IND01676,101,83.8
IND01676,102,68.9
IND01676,103,70.2
IND01677,101,64.0
IND01677,102,60.3
IND01677,103,71.1
IND01678,101,87.9
IND01678,102,13.7
IND01678,103,93.0
IND01679,101,49.9
IND01679,102,67.9
IND01679,103,39.2
IND01680,101,87.4
IND01680,102,44.3
IND01680,103,81.8
IND01681,101,61.4
IND01681,102,62.6
IND01681,103,46.1
IND01682,101,83.3
IND01682,102,62.8
IND01682,103,75.8
IND01683,101,34.0
IND01683,102,51.6
IND01683,103,68.8
IND01684,101,41.3
IND01684,102,70.4
IND01684,103,55.1
IND01685,101,53.3
IND01685,102,72.7
IND01685,103,67.6
IND01686,101,48.1
IND01686,102,81.8
IND01686,103,72.6
IND01687,101,34.8
IND01687,102,60.5
IND01687,103,70.6
IND01688,101,63.3
IND01688,102,15.1
IND01688,103,66.0
IND01689,101,76.4
IND01689,102,63.8
IND01689,103,65.8
IND01690,101,80.3
IND01690,102,41.2
IND01690,103,76.0
IND01691,101,70.1
IND01691,102,40.6
IND01691,103,75.5
IND01692,101,92.1
IND01692,102,70.0
IND01692,103,73.3
IND01693,101,49.0
IND01693,102,55.7
IND01693,103,49.7
IND01694,101,70.9
IND01694,102,57.2
IND01694,103,56.3
IND01695,101,75.6
IND01695,102,90.0
IND01695,103,63.7
IND01696,101,41.4
IND01696,102,65.6
IND01696,103,67.9
IND01697,101,77.5
IND01697,102,60.1
IND01697,103,78.2
IND01698,101,75.9
IND01698,102,60.5
IND01698,103,77.3
IND01699,101,79.0
IND01699,102,48.6
IND01699,103,79.4
IND01700,101,63.2
IND01700,102,61.3
IND01700,103,63.4
IND01701,101,83.6
IND01701,102,83.6
IND01701,103,72.1
IND01702,101,69.0
IND01702,102,63.4
IND01702,103,100.0
IND01703,101,54.7
IND01703,102,58.3
IND01703,103,69.5
IND01704,101,51.4
IND01704,102,80.7
IND01704,103,42.9
IND01705,101,54.3
IND01705,102,59.0
IND01705,103,49.9
IND01706,101,80.6
IND01706,102,45.3
IND01706,103,50.6
IND01707,101,54.8
IND01707,102,77.6
IND01707,103,86.8
IND01708,101,72.8
IND01708,102,45.3
IND01708,103,55.7
IND01709,101,88.6
IND01709,102,65.4
IND01709,103,43.3
IND01710,101,97.9
IND01710,102,56.5
IND01710,103,63.9
IND01711,101,54.7
IND01711,102,50.7
IND01711,103,84.4
IND01712,101,67.9
IND01712,102,69.7
IND01712,103,45.8
IND01713,101,60.5
IND01713,102,55.7
IND01713,103,52.6
IND01714,101,72.0
IND01714,102,59.9
IND01714,103,75.4
IND01715,101,75.8
IND01715,102,58.5
IND01715,103,71.8
IND01716,101,58.1
IND01716,102,53.2
IND01716,103,49.1
IND01717,101,66.3
IND01717,102,53.9
IND01717,103,85.7
IND01718,101,89.4
IND01718,102,72.1
IND01718,103,68.7
IND01719,101,65.3
IND01719,102,100.0
IND01719,103,94.4
IND01720,101,61.9
IND01720,102,62.0
IND01720,103,69.9
IND01721,101,47.3
IND01721,102,38.0
IND01721,103,44.9
IND01722,101,60.5
IND01722,102,50.8
IND01722,103,86.8
IND01723,101,43.0
IND01723,102,45.0
IND01723,103,37.5
IND01724,101,55.3
IND01724,102,59.0
IND01724,103,63.8
IND01725,101,64.5
IND01725,102,55.7
IND01725,103,49.2
IND01726,101,71.3
IND01726,102,51.5
IND01726,103,76.7
IND01727,101,42.8
IND01727,102,53.8
IND01727,103,95.6
IND01728,101,97.7
IND01728,102,44.6
IND01728,103,83.1
IND01729,101,89.2
IND01729,102,80.9
IND01729,103,64.0
IND01730,101,36.1
IND01730,102,66.3
IND01730,103,71.2
IND01731,101,68.6
IND01731,102,72.2
IND01731,103,52.8
IND01732,101,57.7
IND01732,102,29.1
IND01732,103,78.4
IND01733,101,51.5
IND01733,102,61.3
IND01733,103,68.8
IND01734,101,56.6
IND01734,102,48.9
IND01734,103,68.8
IND01735,101,38.2
IND01735,102,76.5
IND01735,103,74.9
IND01736,101,56.8
IND01736,102,57.6
IND01736,103,50.2
IND01737,101,59.3
IND01737,102,62.0
IND01737,103,60.2
IND01738,101,86.7
IND01738,102,38.8
IND01738,103,51.4
IND01739,101,76.0
IND01739,102,95.8
IND01739,103,52.0
IND01740,101,80.2
IND01740,102,47.7
IND01740,103,59.2
IND01741,101,65.2
IND01741,102,54.6
IND01741,103,58.7
IND01742,101,44.5
IND01742,102,75.1
IND01742,103,51.5
IND01743,101,55.0
IND01743,102,53.3
IND01743,103,54.1
IND01744,101,67.2
IND01744,102,65.9
IND01744,103,100.0
IND01745,101,61.3
IND01745,102,63.5
IND01745,103,85.1
IND01746,101,68.4
IND01746,102,63.5
IND01746,103,63.0
IND01747,101,67.9
IND01747,102,79.6
IND01747,103,85.2
IND01748,101,80.5
IND01748,102,72.0
IND01748,103,68.2
IND01749,101,95.6
IND01749,102,57.9
IND01749,103,75.5
IND01750,101,82.6
IND01750,102,80.7
IND01750,103,53.6
IND01751,101,100.0
IND01751,102,90.1
IND01751,103,80.9
IND01752,101,49.9
IND01752,102,79.7
IND01752,103,30.3
IND01753,101,61.5
IND01753,102,66.6
IND01753,103,58.3
IND01754,101,88.7
IND01754,102,66.6
IND01754,103,50.6
IND01755,101,76.3
IND01755,102,71.0
IND01755,103,38.7
IND01756,101,85.1
IND01756,102,66.5
IND01756,103,79.8
IND01757,101,71.2
IND01757,102,59.9
IND01757,103,71.4
IND01758,101,63.5
IND01758,102,69.4
IND01758,103,74.0
IND01759,101,67.2
IND01759,102,72.0
IND01759,103,59.4
IND01760,101,56.4
IND01760,102,76.6
IND01760,103,86.8
IND01761,101,57.2
IND01761,102,69.7
IND01761,103,43.9
IND01762,101,92.1
IND01762,102,82.2
IND01762,103,56.2
IND01763,101,59.7
IND01763,102,83.1
IND01763,103,67.6
IND01764,101,74.5
IND01764,102,50.2
IND01764,103,73.7
IND01765,101,62.8
IND01765,102,69.5
IND01765,103,59.0
IND01766,101,61.8
IND01766,102,66.6
IND01766,103,56.2
IND01767,101,99.0
IND01767,102,49.2
IND01767,103,72.5
IND01768,101,69.5
IND01768,102,76.4
IND01768,103,27.5
IND01769,101,39.7
IND01769,102,56.8
IND01769,103,78.8
IND01770,101,61.0
IND01770,102,60.4
IND01770,103,65.2
IND01771,101,52.4
IND01771,102,72.1
IND01771,103,67.9
IND01772,101,72.5
IND01772,102,87.7
IND01772,103,61.5
IND01773,101,66.7
IND01773,102,50.2
IND01773,103,46.2
IND01774,101,64.9
IND01774,102,66.5
IND01774,103,75.3
IND01775,101,73.6
IND01775,102,68.8
IND01775,103,90.3
IND01776,101,60.3
IND01776,102,62.2
IND01776,103,69.2
IND01777,101,47.2
IND01777,102,75.3
IND01777,103,66.1
IND01778,101,66.4
IND01778,102,73.1
IND01778,103,70.6
IND01779,101,71.2
IND01779,102,59.2
IND01779,103,88.5
IND01780,101,43.1
IND01780,102,54.7
IND01780,103,56.7
IND01781,101,54.2
IND01781,102,38.8
IND01781,103,89.7
IND01782,101,74.6
IND01782,102,55.5
IND01782,103,75.5
IND01783,101,62.6
IND01783,102,60.6
IND01783,103,50.6
IND01784,101,65.3
IND01784,102,55.5
IND01784,103,50.4
IND01785,101,79.3
IND01785,102,52.7
IND01785,103,86.1
IND01786,101,54.3
IND01786,102,42.5
IND01786,103,72.9
IND01787,101,58.3
IND01787,102,41.3
IND01787,103,68.8
IND01788,101,45.4
IND01788,102,35.2
IND01788,103,75.2
IND01789,101,87.3
IND01789,102,59.1
IND01789,103,83.2
IND01790,101,77.0
IND01790,102,75.0
IND01790,103,62.5
IND01791,101,56.1
IND01791,102,70.2
IND01791,103,74.7
IND01792,101,46.1
IND01792,102,60.1
IND01792,103,62.2
IND01793,101,60.8
IND01793,102,54.9
IND01793,103,45.0
IND01794,101,60.4
IND01794,102,60.8
IND01794,103,57.9
IND01795,101,74.7
IND01795,102,44.5
IND01795,103,69.2
IND01796,101,38.1
IND01796,102,64.0
IND01796,103,31.2
IND01797,101,51.7
IND01797,102,64.7
IND01797,103,43.6
IND01798,101,43.7
IND01798,102,79.7
IND01798,103,41.1
IND01799,101,63.2
IND01799,102,87.1
IND01799,103,67.1
IND01800,101,65.4
IND01800,102,54.3
IND01800,103,54.3
IND01801,101,62.5
IND01801,102,35.1
IND01801,103,80.2
IND01802,101,68.1
IND01802,102,38.8
IND01802,103,80.4
IND01803,101,75.2
IND01803,102,71.6
IND01803,103,98.5
IND01804,101,66.4
IND01804,102,88.0
IND01804,103,65.4
IND01805,101,71.8
IND01805,102,56.7
IND01805,103,36.7
IND01806,101,37.6
IND01806,102,63.7
IND01806,103,61.4
IND01807,101,47.3
IND01807,102,60.8
IND01807,103,71.8
IND01808,101,84.4
IND01808,102,54.6
IND01808,103,70.9
IND01809,101,91.1
IND01809,102,76.3
IND01809,103,53.5
