student_id,gender,age_band,region,school_board,medium_of_instruction,highest_education,parental_education,family_income,internet_access,device_type,data_recharge_frequency,disability,studied_credits,num_of_prev_attempts,has_private_tuition,daily_study_hours,attendance_rate
IND01255,F,45-55,North,State,Regional,10th,10th,5L-10L,Yes,Tablet,Daily,No,52,2,No,1.2,72.2
IND01256,F,25-35,East,State,Regional,10th,10th,5L-10L,Yes,Mobile,Daily,No,62,0,No,1.5,91.8
IND01257,M,35-45,South,State,English,PG,No formal,5L-10L,Yes,Mobile,Weekly,No,102,3,No,2.9,81.7
IND01258,F,45-55,West,ICSE,Regional,12th,UG,10L+,Yes,Desktop,Daily,No,80,2,No,2.5,63.6
IND01259,M,25-35,Central,CBSE,Regional,PG,No formal,10L+,Yes,Tablet,Monthly,No,72,0,No,2.5,89.1
IND01260,M,35-45,Central,CBSE,English,12th,10th,5L-10L,Yes,Desktop,Weekly,No,33,1,Yes,4.2,93.6
IND01261,M,<18,West,State,Hindi,No formal,12th,5L-10L,Yes,Mobile,Weekly,No,109,2,Yes,0.8,67.2
IND01262,M,35-45,South,CBSE,Hindi,No formal,12th,5L-10L,Yes,Tablet,Weekly,No,96,0,Yes,4.8,72.0
IND01263,M,55<=,North,State,English,10th,PG,1L-5L,Yes,Desktop,Daily,No,101,1,Yes,3.7,85.0
IND01264,F,45-55,East,ICSE,Hindi,UG,12th,1L-5L,No,Desktop,Daily,No,109,2,No,2.2,86.8
IND01265,M,18-25,Central,CBSE,Hindi,10th,10th,5L-10L,Yes,Mobile,Monthly,Yes,31,2,Yes,2.9,100.0
IND01266,M,<18,East,CBSE,Hindi,10th,12th,10L+,Yes,Tablet,Weekly,No,74,0,Yes,1.8,88.9
IND01267,F,25-35,North,ICSE,Regional,UG,UG,<1L,Yes,Mobile,Weekly,No,112,1,Yes,2.8,100.0
IND01268,M,45-55,Central,ICSE,Regional,10th,No formal,10L+,Yes,Tablet,Weekly,No,117,1,Yes,4.6,80.2
IND01269,F,18-25,East,ICSE,Regional,UG,No formal,<1L,Yes,Tablet,Monthly,No,109,1,Yes,1.9,83.8
IND01270,F,35-45,North,CBSE,Hindi,10th,10th,5L-10L,Yes,Desktop,Daily,No,69,1,No,2.3,74.3
IND01271,F,18-25,East,CBSE,Regional,No formal,PG,1L-5L,Yes,Mobile,Weekly,No,31,2,Yes,1.7,74.8
IND01272,M,45-55,South,ICSE,Hindi,12th,No formal,1L-5L,Yes,Tablet,Daily,No,61,1,No,1.9,81.5
IND01273,M,45-55,North,ICSE,English,10th,12th,<1L,Yes,Laptop,Daily,No,30,0,No,2.1,74.2
IND01274,M,55<=,East,ICSE,Hindi,12th,UG,5L-10L,No,Desktop,Daily,No,47,0,No,1.4,54.4
IND01275,F,55<=,South,ICSE,Regional,PG,PG,1L-5L,Yes,Mobile,Daily,No,93,2,Yes,2.2,73.3
IND01276,M,18-25,South,ICSE,Hindi,10th,PG,5L-10L,Yes,Tablet,Daily,No,61,0,No,2.6,90.8
IND01277,M,35-45,North,State,Regional,No formal,PG,5L-10L,Yes,Desktop,Monthly,No,38,3,Yes,2.1,80.7
IND01278,M,18-25,West,ICSE,Regional,UG,No formal,<1L,Yes,Mobile,Daily,No,84,2,Yes,0.2,80.8
IND01279,F,45-55,Central,State,English,No formal,PG,5L-10L,Yes,Mobile,Weekly,No,96,3,Yes,2.3,72.4
IND01280,F,45-55,North,CBSE,English,12th,10th,5L-10L,Yes,Desktop,Weekly,No,53,1,No,2.5,83.3
IND01281,M,25-35,South,CBSE,Regional,UG,12th,<1L,Yes,Tablet,Weekly,No,40,3,Yes,4.4,96.6
IND01282,M,55<=,South,State,Hindi,No formal,UG,1L-5L,Yes,Desktop,Monthly,Yes,57,2,Yes,2.5,94.0
IND01283,M,25-35,North,ICSE,English,No formal,12th,10L+,Yes,Laptop,Daily,No,45,1,No,3.4,83.7
IND01284,M,<18,West,CBSE,English,No formal,10th,5L-10L,Yes,Desktop,Weekly,No,41,0,No,2.1,71.5
IND01285,F,45-55,Central,ICSE,Regional,UG,10th,<1L,Yes,Mobile,Weekly,No,97,2,Yes,3.8,97.7
IND01286,F,25-35,East,ICSE,Hindi,No formal,12th,1L-5L,Yes,Laptop,Weekly,No,119,1,No,1.6,90.6
IND01287,F,18-25,North,State,English,No formal,No formal,5L-10L,Yes,Laptop,Daily,No,33,2,No,3.0,65.2
IND01288,F,55<=,Central,CBSE,English,12th,10th,10L+,Yes,Tablet,Weekly,No,104,1,No,3.3,62.4
IND01289,M,55<=,Central,CBSE,Hindi,No formal,PG,1L-5L,Yes,Desktop,Daily,No,95,2,Yes,3.2,65.7
IND01290,M,35-45,South,State,English,No formal,UG,<1L,Yes,Tablet,Weekly,No,60,2,No,4.7,75.1
IND01291,M,18-25,East,ICSE,Hindi,PG,UG,5L-10L,Yes,Desktop,Weekly,No,85,2,Yes,1.9,89.0
IND01292,F,35-45,North,ICSE,Regional,UG,10th,<1L,Yes,Mobile,Daily,No,79,2,Yes,3.9,88.8
IND01293,M,25-35,South,CBSE,English,PG,PG,10L+,Yes,Tablet,Weekly,No,96,3,Yes,3.7,83.4
IND01294,F,<18,South,State,Regional,12th,12th,10L+,Yes,Mobile,Monthly,No,118,1,Yes,2.5,78.6
IND01295,F,18-25,West,State,Hindi,PG,UG,<1L,Yes,Mobile,Daily,No,30,1,Yes,4.3,100.0
IND01296,M,18-25,Central,ICSE,Regional,10th,PG,5L-10L,No,Laptop,Weekly,No,98,2,No,2.4,80.3
IND01297,M,18-25,North,ICSE,Regional,UG,PG,<1L,Yes,Tablet,Monthly,No,68,2,Yes,2.5,79.1
IND01298,M,35-45,North,State,Regional,No formal,No formal,1L-5L,Yes,Desktop,Monthly,No,81,0,Yes,2.5,74.9
IND01299,F,25-35,North,CBSE,Hindi,PG,10th,<1L,Yes,Tablet,Daily,No,65,1,Yes,1.2,100.0
IND01300,M,18-25,South,ICSE,Hindi,PG,PG,10L+,Yes,Mobile,Weekly,No,96,3,No,3.3,87.2
IND01301,F,18-25,West,State,Hindi,No formal,12th,5L-10L,No,Laptop,Daily,Yes,41,1,Yes,3.1,69.7
IND01302,M,55<=,East,State,Hindi,No formal,UG,5L-10L,Yes,Tablet,Monthly,No,90,1,No,2.4,68.5
IND01303,F,<18,South,State,Hindi,12th,No formal,10L+,Yes,Laptop,Monthly,No,109,1,No,4.3,63.2
IND01304,F,55<=,East,CBSE,English,PG,12th,10L+,Yes,Laptop,Daily,No,101,0,No,2.1,79.0
IND01305,M,55<=,West,ICSE,English,PG,UG,1L-5L,No,Mobile,Daily,No,40,3,Yes,0.8,65.0
IND01306,F,<18,Central,ICSE,English,10th,10th,10L+,Yes,Tablet,Weekly,No,43,2,Yes,4.4,68.3
IND01307,F,25-35,North,ICSE,Regional,10th,12th,10L+,Yes,Tablet,Monthly,No,120,3,Yes,3.5,90.7
IND01308,M,55<=,East,CBSE,Regional,PG,UG,10L+,Yes,Tablet,Daily,No,111,2,No,3.1,88.9
IND01309,F,25-35,South,ICSE,Hindi,10th,No formal,5L-10L,Yes,Laptop,Monthly,No,83,2,Yes,2.2,94.9
IND01310,M,55<=,East,ICSE,Hindi,PG,UG,10L+,Yes,Desktop,Daily,No,37,3,Yes,2.8,65.3
IND01311,F,45-55,Central,ICSE,English,UG,PG,<1L,Yes,Tablet,Weekly,No,62,0,No,1.2,70.0
IND01312,M,<18,North,ICSE,Hindi,12th,No formal,<1L,Yes,Mobile,Monthly,No,33,0,Yes,2.3,73.7
IND01313,M,55<=,East,CBSE,Regional,10th,12th,5L-10L,Yes,Laptop,Weekly,No,59,2,No,1.6,96.4
IND01314,F,45-55,Central,State,Hindi,PG,10th,1L-5L,No,Desktop,Weekly,No,113,0,Yes,2.8,80.6
IND01315,F,35-45,South,State,English,10th,No formal,1L-5L,Yes,Tablet,Monthly,No,120,0,Yes,3.4,98.2
IND01316,F,45-55,West,ICSE,Hindi,12th,No formal,5L-10L,Yes,Desktop,Daily,No,118,0,No,1.5,86.3
IND01317,F,18-25,South,ICSE,Regional,UG,No formal,<1L,Yes,Laptop,Weekly,No,83,0,No,3.2,78.9
IND01318,F,55<=,North,ICSE,English,No formal,UG,5L-10L,No,Desktop,Weekly,No,35,2,Yes,2.7,85.7
IND01319,M,45-55,South,CBSE,Hindi,No formal,PG,10L+,Yes,Laptop,Monthly,No,34,0,Yes,3.2,62.7
IND01320,F,25-35,South,ICSE,Regional,10th,10th,5L-10L,Yes,Desktop,Monthly,No,107,3,Yes,2.3,59.5
IND01321,M,35-45,South,CBSE,English,PG,10th,1L-5L,Yes,Desktop,Monthly,Yes,80,3,No,3.2,82.6
IND01322,M,55<=,South,ICSE,English,12th,PG,<1L,Yes,Laptop,Weekly,No,43,2,Yes,1.8,80.1
IND01323,F,18-25,North,ICSE,Regional,UG,UG,1L-5L,Yes,Desktop,Daily,Yes,63,1,Yes,0.8,99.3
IND01324,M,45-55,Central,State,Hindi,UG,UG,1L-5L,Yes,Mobile,Daily,No,70,0,No,1.0,66.2
IND01325,M,35-45,East,ICSE,Hindi,UG,PG,<1L,Yes,Tablet,Monthly,No,118,3,Yes,2.0,83.7
IND01326,M,55<=,West,CBSE,Hindi,No formal,PG,10L+,Yes,Desktop,Weekly,No,68,1,Yes,0.9,87.0
IND01327,M,35-45,East,State,English,12th,12th,<1L,Yes,Desktop,Weekly,No,47,3,Yes,4.1,83.4
IND01328,F,18-25,East,CBSE,English,No formal,UG,<1L,Yes,Desktop,Weekly,Yes,49,3,No,2.4,91.0
IND01329,M,45-55,West,State,Hindi,10th,No formal,5L-10L,Yes,Tablet,Monthly,No,37,1,Yes,3.4,73.7
IND01330,F,35-45,North,CBSE,English,UG,10th,<1L,Yes,Laptop,Weekly,No,55,0,No,3.3,88.3
IND01331,F,35-45,West,State,English,12th,UG,5L-10L,Yes,Tablet,Weekly,No,114,2,Yes,2.5,85.6
IND01332,M,<18,North,CBSE,Regional,UG,PG,1L-5L,Yes,Desktop,Daily,No,56,2,No,6.0,91.7
IND01333,F,35-45,East,CBSE,Hindi,No formal,No formal,<1L,Yes,Laptop,Monthly,No,61,2,No,5.4,74.9
IND01334,F,<18,North,ICSE,Hindi,No formal,12th,10L+,Yes,Desktop,Monthly,No,71,0,No,3.9,68.1
IND01335,F,45-55,Central,State,Hindi,No formal,12th,5L-10L,Yes,Laptop,Monthly,No,79,0,No,1.6,73.7
IND01336,M,55<=,West,State,English,UG,No formal,5L-10L,Yes,Desktop,Weekly,No,110,3,No,3.9,69.4
IND01337,F,55<=,Central,ICSE,English,12th,No formal,10L+,Yes,Desktop,Weekly,No,78,2,No,0.8,74.4
IND01338,F,45-55,East,CBSE,English,12th,PG,5L-10L,Yes,Laptop,Daily,No,94,2,Yes,3.9,76.7
IND01339,F,45-55,West,CBSE,Hindi,10th,PG,5L-10L,Yes,Mobile,Monthly,Yes,92,3,No,0.0,70.9
IND01340,M,25-35,East,State,English,UG,10th,10L+,No,Tablet,Weekly,No,56,3,Yes,2.2,80.1
IND01341,F,45-55,Central,CBSE,Hindi,10th,10th,1L-5L,Yes,Laptop,Daily,No,104,1,Yes,3.7,68.2
IND01342,M,35-45,East,State,English,10th,12th,<1L,Yes,Tablet,Weekly,No,64,1,No,2.9,79.3
IND01343,M,55<=,West,State,Hindi,10th,No formal,<1L,Yes,Mobile,Weekly,No,67,0,Yes,1.0,75.0
IND01344,M,18-25,West,CBSE,Regional,10th,12th,<1L,No,Mobile,Monthly,No,67,2,Yes,2.7,78.8
IND01345,M,55<=,East,CBSE,English,No formal,PG,<1L,Yes,Laptop,Monthly,No,71,3,Yes,2.9,83.9
IND01346,M,<18,West,CBSE,Hindi,10th,UG,<1L,Yes,Mobile,Weekly,No,71,2,No,2.7,75.8
IND01347,M,55<=,West,ICSE,Regional,12th,PG,<1L,Yes,Mobile,Weekly,No,78,0,Yes,2.1,72.2
IND01348,F,25-35,East,State,Regional,10th,UG,5L-10L,Yes,Desktop,Weekly,Yes,86,2,Yes,3.4,73.5
IND01349,M,45-55,Central,CBSE,English,No formal,No formal,<1L,Yes,Desktop,Weekly,Yes,83,3,Yes,3.6,90.2
IND01350,F,45-55,West,ICSE,Hindi,PG,No formal,5L-10L,Yes,Mobile,Weekly,No,39,3,No,2.3,92.8
IND01351,F,55<=,West,CBSE,English,PG,No formal,10L+,Yes,Desktop,Monthly,No,89,3,No,4.0,74.9
IND01352,M,18-25,West,State,Regional,PG,10th,1L-5L,Yes,Mobile,Monthly,No,69,0,Yes,2.3,78.5
IND01353,F,18-25,West,ICSE,English,UG,10th,5L-10L,Yes,Desktop,Weekly,No,30,3,Yes,2.0,63.0
IND01354,F,25-35,East,State,Hindi,12th,UG,1L-5L,Yes,Mobile,Weekly,No,115,1,No,3.9,78.2
IND01355,F,<18,Central,CBSE,Regional,No formal,12th,10L+,Yes,Mobile,Monthly,No,93,3,Yes,3.8,65.5
IND01356,F,55<=,Central,CBSE,English,PG,12th,<1L,Yes,Tablet,Weekly,No,110,2,Yes,1.9,75.1
IND01357,M,45-55,North,CBSE,English,No formal,UG,1L-5L,Yes,Mobile,Monthly,No,41,3,No,1.7,90.8
IND01358,F,55<=,West,ICSE,English,No formal,10th,1L-5L,Yes,Tablet,Monthly,Yes,86,3,Yes,4.3,65.0
IND01359,M,25-35,West,ICSE,English,UG,PG,10L+,Yes,Laptop,Monthly,No,106,2,Yes,2.4,71.0
IND01360,F,35-45,North,ICSE,English,PG,UG,10L+,Yes,Mobile,Monthly,No,118,0,Yes,2.5,71.0
IND01361,F,35-45,Central,ICSE,Regional,10th,12th,10L+,Yes,Mobile,Daily,No,55,0,No,2.2,63.3
IND01362,M,25-35,South,CBSE,Regional,No formal,UG,5L-10L,Yes,Tablet,Weekly,No,69,0,No,3.8,88.6
IND01363,F,45-55,South,CBSE,Hindi,PG,UG,5L-10L,No,Mobile,Weekly,No,72,0,No,4.6,82.8
IND01364,F,25-35,Central,CBSE,English,No formal,No formal,1L-5L,Yes,Desktop,Weekly,No,101,3,No,2.6,98.1
IND01365,F,45-55,West,ICSE,Hindi,UG,10th,10L+,Yes,Tablet,Monthly,No,42,3,Yes,4.9,70.0
IND01366,M,18-25,South,ICSE,Regional,UG,No formal,1L-5L,Yes,Tablet,Monthly,No,119,1,No,1.9,62.3
IND01367,F,25-35,East,CBSE,English,10th,10th,<1L,Yes,Desktop,Monthly,No,85,0,No,2.2,89.4
IND01368,M,45-55,East,CBSE,Hindi,UG,UG,10L+,Yes,Mobile,Weekly,No,46,2,No,3.2,76.4
IND01369,F,25-35,North,ICSE,English,PG,10th,5L-10L,Yes,Laptop,Monthly,No,117,2,Yes,1.7,75.3
IND01370,M,25-35,Central,State,English,UG,12th,10L+,Yes,Laptop,Daily,No,53,2,Yes,3.2,94.8
IND01371,M,45-55,Central,CBSE,Hindi,10th,No formal,1L-5L,No,Laptop,Weekly,No,105,2,No,2.0,81.7
IND01372,F,45-55,South,CBSE,Regional,12th,UG,5L-10L,Yes,Tablet,Daily,No,87,1,Yes,1.0,89.0
IND01373,F,<18,West,CBSE,Hindi,No formal,12th,<1L,Yes,Tablet,Daily,No,109,1,No,0.8,73.8
IND01374,M,25-35,Central,ICSE,Hindi,No formal,10th,<1L,Yes,Desktop,Weekly,No,90,1,Yes,2.2,72.7
IND01375,M,35-45,South,CBSE,Hindi,PG,10th,1L-5L,Yes,Mobile,Daily,No,109,0,No,2.9,76.3
IND01376,F,25-35,South,CBSE,English,10th,12th,10L+,Yes,Desktop,Daily,No,57,3,Yes,1.1,86.7
IND01377,M,25-35,Central,CBSE,Regional,10th,10th,<1L,Yes,Tablet,Monthly,No,96,2,No,2.7,80.5
IND01378,F,45-55,South,CBSE,Regional,10th,No formal,1L-5L,Yes,Laptop,Daily,No,80,2,Yes,2.7,84.7
IND01379,F,25-35,North,CBSE,English,No formal,PG,5L-10L,Yes,Mobile,Monthly,No,117,1,Yes,2.3,54.0
IND01380,F,55<=,North,State,Regional,UG,10th,5L-10L,Yes,Laptop,Daily,No,68,0,No,1.6,61.2
IND01381,F,25-35,Central,State,Hindi,No formal,UG,1L-5L,Yes,Mobile,Weekly,No,95,1,No,2.7,58.5
IND01382,M,55<=,West,CBSE,Regional,No formal,10th,10L+,Yes,Laptop,Weekly,No,106,2,Yes,2.4,76.2
IND01383,F,35-45,North,CBSE,English,No formal,UG,10L+,Yes,Mobile,Weekly,No,103,2,Yes,3.5,66.0
IND01384,M,45-55,North,CBSE,Regional,UG,10th,10L+,Yes,Laptop,Weekly,No,69,1,No,1.2,96.9
IND01385,F,25-35,Central,CBSE,English,12th,10th,10L+,Yes,Desktop,Monthly,No,42,2,No,2.6,79.8
IND01386,M,55<=,East,ICSE,Hindi,PG,UG,1L-5L,Yes,Tablet,Daily,No,48,3,Yes,1.2,82.2
IND01387,F,55<=,South,ICSE,English,12th,No formal,1L-5L,Yes,Desktop,Daily,No,35,3,Yes,2.3,69.1
IND01388,M,55<=,North,ICSE,Regional,12th,PG,5L-10L,Yes,Laptop,Weekly,No,47,1,No,1.4,68.8
IND01389,M,18-25,East,State,Hindi,No formal,PG,5L-10L,Yes,Mobile,Monthly,No,38,3,No,1.6,95.5
IND01390,F,<18,West,CBSE,Regional,12th,No formal,10L+,Yes,Desktop,Monthly,No,110,3,Yes,2.5,97.8
IND01391,F,35-45,East,ICSE,English,No formal,10th,<1L,Yes,Laptop,Weekly,No,97,1,Yes,1.9,84.2
IND01392,F,25-35,Central,CBSE,Hindi,No formal,PG,<1L,Yes,Tablet,Daily,No,83,1,Yes,4.0,59.7
IND01393,F,18-25,West,CBSE,English,PG,No formal,5L-10L,Yes,Mobile,Weekly,No,79,1,No,3.7,75.7
IND01394,M,25-35,West,State,Regional,10th,No formal,5L-10L,Yes,Desktop,Daily,No,99,3,Yes,3.3,83.1
IND01395,F,25-35,East,State,English,No formal,PG,1L-5L,Yes,Tablet,Weekly,No,40,2,No,3.3,77.7
IND01396,M,45-55,Central,ICSE,Regional,12th,UG,5L-10L,Yes,Laptop,Daily,No,84,0,Yes,2.6,58.8
IND01397,M,45-55,North,ICSE,Regional,PG,12th,5L-10L,No,Mobile,Monthly,No,71,2,Yes,3.8,98.5
IND01398,F,45-55,East,State,Hindi,12th,UG,10L+,Yes,Laptop,Weekly,No,119,1,No,2.2,71.6
IND01399,M,18-25,North,State,Hindi,10th,10th,<1L,Yes,Mobile,Daily,No,40,2,No,4.6,66.6
IND01400,M,25-35,East,CBSE,English,UG,UG,<1L,Yes,Tablet,Daily,No,101,0,No,1.6,79.7
IND01401,M,<18,North,CBSE,Regional,10th,12th,1L-5L,Yes,Tablet,Daily,No,96,2,Yes,1.4,91.8
IND01402,M,35-45,East,ICSE,Regional,PG,12th,<1L,Yes,Tablet,Daily,No,31,1,Yes,1.1,85.1
IND01403,F,45-55,West,ICSE,Hindi,10th,No formal,10L+,Yes,Desktop,Monthly,No,111,0,No,1.3,66.8
IND01404,F,45-55,South,State,Hindi,10th,10th,10L+,Yes,Desktop,Daily,No,95,3,Yes,0.9,65.2
IND01405,F,25-35,West,ICSE,Hindi,PG,No formal,1L-5L,Yes,Desktop,Monthly,No,55,2,No,2.7,58.1
IND01406,F,25-35,North,CBSE,Hindi,PG,UG,5L-10L,Yes,Laptop,Daily,No,105,3,Yes,3.4,77.1
IND01407,M,18-25,Central,State,English,12th,UG,5L-10L,No,Desktop,Monthly,No,66,3,Yes,2.5,75.3
IND01408,M,18-25,West,CBSE,English,No formal,PG,10L+,Yes,Mobile,Monthly,No,119,0,No,1.1,85.1
IND01409,F,45-55,South,State,English,UG,No formal,1L-5L,Yes,Tablet,Daily,No,65,3,No,2.0,73.1
IND01410,F,25-35,North,State,English,UG,No formal,10L+,Yes,Laptop,Monthly,No,45,3,No,3.3,89.7
IND01411,F,<18,West,CBSE,Hindi,UG,No formal,<1L,Yes,Laptop,Weekly,No,107,2,Yes,2.2,86.5
IND01412,M,35-45,East,ICSE,English,10th,No formal,<1L,Yes,Desktop,Daily,No,95,0,Yes,1.7,72.7
IND01413,F,25-35,Central,ICSE,English,PG,12th,10L+,Yes,Mobile,Weekly,No,50,1,Yes,1.0,83.9
IND01414,F,25-35,North,ICSE,English,PG,PG,5L-10L,Yes,Tablet,Monthly,No,36,1,Yes,2.1,93.3
IND01415,F,55<=,West,ICSE,Hindi,PG,10th,<1L,Yes,Laptop,Monthly,No,40,0,No,1.8,70.4
IND01416,M,18-25,North,CBSE,Regional,No formal,10th,1L-5L,Yes,Tablet,Weekly,No,85,3,No,2.4,77.9
IND01417,M,35-45,East,State,Hindi,PG,10th,5L-10L,Yes,Mobile,Daily,No,73,2,Yes,3.0,77.7
IND01418,M,45-55,South,CBSE,Regional,PG,12th,<1L,Yes,Tablet,Weekly,No,83,3,No,2.2,76.4
IND01419,M,25-35,West,ICSE,Regional,10th,PG,10L+,Yes,Desktop,Monthly,No,86,1,Yes,2.7,88.0
IND01420,M,45-55,North,ICSE,English,12th,PG,5L-10L,Yes,Tablet,Daily,No,87,2,No,3.0,88.8
IND01421,M,25-35,North,CBSE,English,UG,12th,5L-10L,Yes,Laptop,Weekly,No,66,0,No,1.3,84.1
IND01422,M,45-55,North,State,English,10th,No formal,<1L,Yes,Desktop,Weekly,No,77,3,Yes,4.4,83.6
IND01423,M,35-45,South,CBSE,Hindi,10th,UG,1L-5L,Yes,Desktop,Daily,No,91,3,Yes,1.8,74.4
IND01424,F,18-25,North,CBSE,Hindi,10th,No formal,<1L,No,Desktop,Weekly,No,68,2,No,3.0,83.3
IND01425,F,35-45,Central,CBSE,English,UG,10th,<1L,Yes,Desktop,Daily,No,93,3,Yes,1.4,67.1
IND01426,M,55<=,Central,State,Hindi,10th,No formal,<1L,Yes,Laptop,Daily,No,97,0,No,2.6,100.0
IND01427,M,<18,North,CBSE,Hindi,12th,12th,<1L,Yes,Mobile,Weekly,No,97,2,Yes,2.6,93.5
IND01428,F,18-25,Central,CBSE,Regional,PG,10th,<1L,Yes,Mobile,Daily,No,56,0,No,4.2,89.6
IND01429,M,35-45,West,ICSE,Hindi,12th,UG,10L+,Yes,Desktop,Daily,No,99,0,Yes,2.3,84.1
IND01430,M,55<=,Central,CBSE,Regional,PG,10th,<1L,Yes,Mobile,Monthly,No,111,0,No,3.8,84.1
IND01431,M,<18,North,ICSE,English,PG,No formal,1L-5L,No,Laptop,Monthly,No,89,0,Yes,2.8,63.1
IND01432,F,55<=,East,ICSE,Hindi,10th,PG,5L-10L,Yes,Mobile,Monthly,No,73,3,No,4.4,67.4
IND01433,F,25-35,West,ICSE,Regional,10th,PG,10L+,No,Mobile,Weekly,No,59,2,No,0.7,68.7
IND01434,F,25-35,South,State,Hindi,UG,PG,1L-5L,Yes,Laptop,Weekly,No,87,3,Yes,3.0,80.6
IND01435,F,45-55,North,ICSE,Regional,No formal,10th,<1L,Yes,Mobile,Weekly,No,113,1,No,0.0,77.2
IND01436,F,18-25,South,CBSE,Regional,12th,PG,1L-5L,Yes,Desktop,Weekly,No,65,0,Yes,2.4,88.1
IND01437,M,25-35,East,CBSE,Hindi,UG,12th,5L-10L,Yes,Desktop,Daily,No,34,0,Yes,3.5,70.3
IND01438,F,55<=,South,ICSE,English,UG,UG,1L-5L,Yes,Laptop,Daily,No,48,1,No,3.9,90.3
IND01439,M,18-25,North,ICSE,Regional,12th,PG,<1L,Yes,Desktop,Monthly,No,41,1,Yes,3.2,71.8
IND01440,M,25-35,North,CBSE,English,12th,12th,5L-10L,Yes,Desktop,Daily,Yes,119,0,Yes,2.2,75.8
IND01441,F,45-55,East,ICSE,Hindi,PG,12th,<1L,No,Desktop,Weekly,No,89,3,Yes,3.0,89.0
IND01442,F,35-45,North,State,Hindi,No formal,10th,<1L,Yes,Desktop,Daily,No,112,3,Yes,5.0,85.0
IND01443,M,45-55,East,ICSE,English,10th,10th,10L+,Yes,Desktop,Monthly,No,40,0,Yes,2.6,67.5
IND01444,M,<18,East,State,Hindi,No formal,UG,5L-10L,Yes,Mobile,Weekly,No,82,2,No,3.5,90.6
IND01445,M,25-35,North,State,Regional,No formal,UG,5L-10L,No,Laptop,Daily,No,49,1,Yes,2.1,80.9
IND01446,F,<18,Central,State,English,10th,No formal,<1L,No,Tablet,Monthly,No,102,3,Yes,3.6,58.6
IND01447,F,<18,East,ICSE,Hindi,No formal,UG,1L-5L,Yes,Laptop,Daily,No,113,2,No,3.4,71.6
IND01448,F,55<=,North,State,Hindi,UG,10th,5L-10L,Yes,Laptop,Monthly,No,56,0,Yes,1.9,75.9
IND01449,F,18-25,Central,State,English,UG,12th,1L-5L,Yes,Laptop,Monthly,No,87,0,Yes,3.3,68.3
IND01450,F,55<=,East,ICSE,Regional,10th,No formal,1L-5L,Yes,Mobile,Monthly,No,34,3,No,3.3,93.4
IND01451,M,25-35,Central,State,English,10th,UG,5L-10L,Yes,Laptop,Weekly,No,103,3,No,3.2,76.3
IND01452,F,<18,West,ICSE,Hindi,12th,12th,1L-5L,Yes,Laptop,Daily,No,38,0,No,2.5,84.6
IND01453,M,35-45,West,CBSE,Hindi,12th,10th,5L-10L,No,Mobile,Daily,No,118,3,Yes,3.7,82.1
IND01454,M,<18,Central,State,English,No formal,PG,10L+,No,Desktop,Weekly,No,106,3,Yes,1.6,87.1
IND01455,M,35-45,East,ICSE,Regional,No formal,No formal,5L-10L,Yes,Tablet,Weekly,No,61,3,No,2.5,96.7
IND01456,F,55<=,North,CBSE,Regional,10th,12th,5L-10L,Yes,Desktop,Daily,No,101,0,No,2.6,86.8
IND01457,F,55<=,South,State,Regional,No formal,10th,5L-10L,Yes,Laptop,Weekly,No,83,1,No,3.7,97.4
IND01458,F,18-25,North,State,English,PG,10th,10L+,Yes,Desktop,Weekly,No,74,2,Yes,1.5,87.0
IND01459,M,<18,South,ICSE,Regional,UG,No formal,1L-5L,No,Mobile,Daily,No,56,1,No,2.7,81.3
IND01460,M,45-55,South,CBSE,Regional,No formal,No formal,10L+,Yes,Tablet,Monthly,No,115,0,Yes,2.0,83.2
IND01461,M,55<=,East,ICSE,Regional,No formal,UG,1L-5L,Yes,Desktop,Weekly,No,57,2,No,2.6,53.7
IND01462,M,55<=,Central,State,Regional,12th,UG,5L-10L,Yes,Laptop,Daily,No,47,0,Yes,2.9,75.4
IND01463,M,18-25,North,State,Hindi,PG,No formal,5L-10L,Yes,Tablet,Daily,No,116,1,No,1.2,78.6
IND01464,M,35-45,Central,State,English,No formal,No formal,10L+,Yes,Laptop,Daily,No,60,0,No,3.8,84.4
IND01465,F,18-25,West,State,English,UG,12th,10L+,Yes,Desktop,Weekly,No,70,3,No,2.9,79.7
IND01466,F,<18,East,CBSE,Regional,No formal,UG,10L+,Yes,Desktop,Monthly,No,63,3,No,1.6,83.3
IND01467,F,25-35,East,CBSE,English,10th,10th,10L+,Yes,Laptop,Monthly,No,36,1,Yes,2.2,66.8
IND01468,F,25-35,West,ICSE,English,PG,UG,5L-10L,Yes,Tablet,Daily,No,34,3,No,4.0,64.2
IND01469,M,35-45,North,ICSE,Hindi,No formal,UG,5L-10L,Yes,Tablet,Weekly,No,50,1,No,2.9,68.2
IND01470,M,55<=,West,ICSE,English,PG,No formal,<1L,Yes,Tablet,Weekly,No,35,0,No,1.5,95.7
IND01471,F,35-45,North,State,Hindi,No formal,No formal,10L+,Yes,Desktop,Monthly,No,74,0,Yes,1.7,67.3
IND01472,M,55<=,South,ICSE,English,UG,UG,10L+,Yes,Desktop,Monthly,No,64,1,No,3.1,72.1
IND01473,F,55<=,East,CBSE,Hindi,UG,PG,1L-5L,Yes,Laptop,Weekly,Yes,116,2,No,3.2,81.1
IND01474,F,25-35,North,ICSE,Hindi,PG,PG,1L-5L,Yes,Laptop,Monthly,No,32,1,No,2.9,64.1
